id,ten_san_pham,danh_muc,gia_ban,gia_goc,so_luong_da_ban,diem_danh_gia,so_luot_nhan_xet,dia_diem_kho,ton_kho,thuong_hieu,link_san_pham,so_luong_ban_trong_ngay,doanh_thu_ngay
3101995180,[GIẢM ĐẾN 50%] Giày thể thao nam Road Running Nike Quest 6 - BLACK,Giày chạy bộ nam,2349000,2349000,71,5.0,24,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3101995180.html,0,0.0
3307902533,[GIẢM ĐẾN 50%] Giày thể thao Nam Nike Pegasus Trail 5 GORE-TEX Men's Waterproof Trail Running Shoes - BLACK,Giày chạy bộ nam,4999000,4999000,0,,,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3307902533.html,0,0.0
2994818386,[GIẢM ĐẾN 50%] Giày Nike Men's Invincible 3 Road Running Shoes - White,Giày chạy bộ nam,5279000,5279000,40,3.857142857142857,7,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i2994818386.html,0,0.0
2863005241,[GIẢM ĐẾN 50%] Giày Thể Thao Nike Men's Run Swift 3 Road Running Shoes - White,Giày chạy bộ nam,2189000,2189000,18,5.0,3,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i2863005241.html,0,0.0
3102017083,[GIẢM ĐẾN 50%] Giày thể thao nam Road Running Nike Structure 25 - BLACK,Giày chạy bộ nam,3829000,3829000,32,4.6923076923076925,13,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3102017083.html,0,0.0
3307910596,[GIẢM ĐẾN 50%] Giày thể thao Nam Nike Air Max Moto 2K Men's Shoes - BLACK,Giày chạy bộ nam,3669000,3669000,0,,,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3307910596.html,0,0.0
3132856943,[GIẢM ĐẾN 50%] Giày thể thao Nike Pegasus Plus Men's Road Running Shoes,Giày chạy bộ nam,5279000,5279000,36,4.6923076923076925,13,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3132856943.html,0,0.0
3214977774,[GIẢM ĐẾN 50%] Giày thể thao nam Nike Downshifter 13 Men's Road Running Shoes - GREY,Giày chạy bộ nam,2069000,2069000,47,5.0,20,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3214977774.html,0,0.0
2748228511,[GIẢM ĐẾN 50%] Giày Thể Thao Nike Men's Winflo 11 Road Running Shoes - Black,Giày chạy bộ nam,2929000,2929000,199,4.895833333333333,48,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i2748228511.html,0,0.0
3133042068,[GIẢM ĐẾN 50%] Giày thể thao Nike Pegasus Trail 5 Men's Trail Running Shoes,Giày chạy bộ nam,4109000,4109000,55,4.777777777777778,18,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3133042068.html,0,0.0
2994846382,[GIẢM ĐẾN 50%] Giày Nike Men's Structure 25 Road Running Shoes - Black,Giày chạy bộ nam,3829000,3829000,79,5.0,18,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i2994846382.html,0,0.0
3102070006,[GIẢM ĐẾN 50%] Giày thể thao nam Nike Air Max Nuaxis - WHITE,Giày chạy bộ nam,2649000,2649000,9,5.0,3,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3102070006.html,1,2649000.0
3101923573,[GIẢM ĐẾN 50%] Giày thể thao nam Road Running Nike Downshifter 13 - WHITE,Giày chạy bộ nam,2069000,2069000,31,5.0,8,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3101923573.html,0,0.0
